x,y,z
0.833316,-2.563e-05,0.000210993
0.752643,-0.121036,0.00188985
0.690002,-0.214996,0.000693828
0.653456,-0.269816,0.00340752
1.2751,0.662646,0.00795559
0.633622,-0.299567,0.00292505
0.616414,-0.325379,0.00340558
1.27257,0.658859,0.00206899
1.23768,0.606517,0.0106036
1.25203,0.628042,0.00591664
1.23441,0.60162,0.00123368
1.22993,0.5949,0.00767895
1.20292,0.55438,0.00131679
1.18295,0.52442,0.00578609
1.19255,0.53882,0.000428252
1.22138,0.582076,0.010826
1.1973,0.545957,0.00854523
1.1495,0.474244,0.00894318
1.17194,0.507905,0.00304804
1.13583,0.453748,0.00636081
1.13929,0.45893,0.00238437
1.1661,0.499144,0.00503968
1.08929,0.383931,0.00386493
1.06098,0.341468,0.00132382
1.10331,0.404972,0.0107661
1.11309,0.419629,0.00650937
1.04626,0.319385,0.00634441
1.03982,0.309734,0.00228585
0.999382,0.249073,0.00667896
1.03026,0.295395,0.00930005
1.01365,0.270479,0.00019088
0.952479,0.178719,0.00124504
0.995929,0.243894,0.00725335
0.944147,0.16622,0.00573064
0.973763,0.210645,0.00431997
0.859931,0.0398961,0.00742534
0.913498,0.120247,0.00275352
0.898958,0.098437,0.00543618
0.824309,-0.0135359,0.000683995
0.804225,-0.0436631,0.00550347
0.781316,-0.0780265,0.00258998
0.829288,-0.00606763,0.000124643
0.706097,-0.190854,0.00147284
0.771516,-0.0927262,0.00330166
0.725169,-0.162246,0.00489365
0.673972,-0.239042,0.0012209
0.604227,-0.343659,0.00085361
0.64593,-0.281105,0.00298722
0.57058,-0.394129,0.00211649
0.836044,0.00406624,0.00458722
0.879249,0.068874,0.0192634
0.867432,0.0511488,0.014736
0.846063,0.0190945,0.0295834
0.842384,0.0135767,0.018978
0.873915,0.0608725,0.00407802
0.853,0.0295,0.00967036
0.857442,0.0361631,0.0238385
0.860446,0.0406688,0.00198531
0.850286,0.0254296,0.0212761
0.869226,0.0538397,0.0268777
0.839494,0.00924128,0.0122818
0.803069,-0.0453974,0.011213
0.807307,-0.0390391,0.0262158
0.822941,-0.0155883,0.0020078
0.789611,-0.0655836,0.0233583
0.827812,-0.00828181,0.0166582
0.785635,-0.0715476,0.00910151
0.795692,-0.0564627,0.0280264
0.815388,-0.0269186,0.0142134
0.817001,-0.0244978,0.0199442
0.799779,-0.0503311,0.00391135
0.829805,-0.00529237,0.00871277
0.784195,-0.0737068,0.0250809
0.75659,-0.115115,0.00759629
0.764261,-0.103609,0.0222321
0.745798,-0.131304,0.0320643
0.772297,-0.0915542,0.00981598
0.77937,-0.0809454,0.0249988
0.73538,-0.14693,0.016457
0.769616,-0.0955765,0.0055741
0.751168,-0.123248,0.0196758
0.773296,-0.0900566,0.0178359
0.743464,-0.134804,0.00291121
0.759735,-0.110397,0.015263
0.755381,-0.116928,0.0268675
0.728825,-0.156762,0.0288066
0.695571,-0.206643,0.0138294
0.713289,-0.180066,0.0103346
0.706768,-0.189848,0.0237225
0.70214,-0.19679,0.00479518
0.71828,-0.172579,0.0194136
0.694133,-0.208801,0.0285303
0.731222,-0.153167,0.0144981
0.715438,-0.176842,0.0268488
0.710737,-0.183894,0.0178626
0.724265,-0.163602,0.00566968
0.697777,-0.203334,0.0215077
0.667754,-0.248369,0.0229016
0.663708,-0.254438,0.00811122
0.680305,-0.229543,0.0176063
0.6547,-0.26795,0.0278825
0.644894,-0.282658,0.0130434
0.688185,-0.217723,0.0326485
0.656527,-0.265209,0.0213726
0.67481,-0.237785,0.00764462
0.664908,-0.252639,0.0297578
0.670487,-0.244269,0.0149625
0.683321,-0.225018,0.0194366
0.651893,-0.272161,0.00589181
0.611323,-0.333016,0.0213412
0.635588,-0.296618,0.0104571
0.623415,-0.314877,0.0303179
0.61878,-0.32183,0.0145994
0.629606,-0.30559,0.0158128
0.612472,-0.331292,0.0310793
1.27418,0.661278,0.0126301
0.643945,-0.284083,0.0253481
0.6379,-0.29315,0.0328292
1.28175,0.672625,0.0252838
0.626008,-0.310987,0.00748552
0.620593,-0.319111,0.0235148
1.2326,0.598899,0.0218739
1.26695,0.650429,0.0347485
1.25329,0.629939,0.0176934
1.24903,0.623541,0.0260483
1.241,0.611496,0.0118355
1.26111,0.64167,0.0323887
1.26944,0.654163,0.023786
1.22789,0.591839,0.0371498
1.23975,0.60963,0.0328299
1.25627,0.634407,0.0188658
1.27109,0.65664,0.0274165
1.22573,0.588598,0.016551
1.20921,0.563816,0.0384157
1.18816,0.532235,0.0251612
1.21936,0.579034,0.0162951
1.17551,0.513261,0.0277443
1.19615,0.544229,0.0338675
1.19999,0.549978,0.0186778
1.21447,0.571702,0.0301225
1.18106,0.521585,0.0134383
1.17776,0.51664,0.0207765
1.2239,0.585855,0.0346939
1.19215,0.538232,0.0317992
1.20767,0.561499,0.0121704
1.15296,0.479434,0.0244827
1.134,0.451005,0.0328045
1.12398,0.435977,0.0155768
1.16817,0.502252,0.0296668
1.16543,0.49814,0.0132421
1.12598,0.438968,0.0276437
1.13975,0.459629,0.018481
1.14838,0.472573,0.0376172
1.17201,0.50801,0.0207706
1.12137,0.432055,0.0365065
1.15623,0.484344,0.025599
1.13655,0.454819,0.0114764
1.06322,0.344831,0.0135674
1.11308,0.419617,0.0280709
1.09862,0.397926,0.0194966
1.08049,0.370735,0.0371527
1.06769,0.351536,0.0289099
1.10639,0.409584,0.0148959
1.08577,0.378655,0.0237468
1.09632,0.394474,0.0331386
1.1168,0.425206,0.0217349
1.06463,0.346944,0.0348347
1.07544,0.36316,0.0159666
1.10056,0.400847,0.0301562
1.04492,0.317381,0.0352642
1.01747,0.276202,0.0193207
1.00515,0.257718,0.0249449
1.05799,0.336985,0.0109359
1.05237,0.328561,0.0307187
1.01186,0.267784,0.0168657
1.02752,0.291286,0.0332397
1.03203,0.29804,0.0219785
1.03402,0.301025,0.0267231
1.02206,0.283093,0.0122049
1.00978,0.264677,0.0376871
1.04642,0.319636,0.0177174
0.971798,0.207697,0.0291333
0.957005,0.185507,0.015272
0.945045,0.167567,0.0340833
0.988899,0.233348,0.0202025
0.974262,0.211393,0.0104661
0.954053,0.181079,0.0245306
0.995064,0.242595,0.0335476
0.939064,0.158597,0.0206058
0.968352,0.202529,0.0220445
0.963175,0.194762,0.0315869
0.983233,0.224849,0.0269045
0.943228,0.164841,0.0121951
0.869959,0.0549379,0.0137363
0.921086,0.131629,0.0289683
0.894545,0.0918168,0.0341504
0.901445,0.102167,0.0185691
0.92295,0.134425,0.00929179
0.863727,0.0455905,0.0239356
0.885685,0.0785272,0.0192023
0.912007,0.11801,0.033468
0.880927,0.0713901,0.0267941
0.905264,0.107896,0.0136344
0.92733,0.140995,0.0358863
0.859796,0.0396931,0.0157254
0.832968,-0.000547886,0.0182409
0.800825,-0.0487624,0.0306717
0.781044,-0.0784346,0.0135671
0.856256,0.0343833,0.0224361
0.812036,-0.0319458,0.0194272
0.823645,-0.0145318,0.0339937
0.793747,-0.0593798,0.0277833
0.838638,0.00795713,0.00840565
0.849097,0.0236452,0.0212108
0.788014,-0.0679795,0.0354062
0.808585,-0.0371222,0.0105226
0.835762,0.00364348,0.0269376
0.758915,-0.111627,0.0302812
0.705873,-0.19119,0.0164278
0.732748,-0.150878,0.0267475
0.73995,-0.140075,0.00760045
0.692168,-0.211749,0.0313448
0.771956,-0.0920658,0.0174895
0.713241,-0.180139,0.0116052
0.754137,-0.118795,0.02189
0.709469,-0.185796,0.0220236
0.764597,-0.103104,0.0102362
0.744727,-0.132909,0.0344323
0.727186,-0.159221,0.01889
0.642989,-0.285516,0.012383
0.638162,-0.292757,0.0334717
0.669931,-0.245103,0.0224565
0.608653,-0.337021,0.00630419
0.681247,-0.22813,0.00979354
0.591803,-0.362295,0.0235029
0.666056,-0.250916,0.0267664
0.621477,-0.317784,0.0182803
0.648634,-0.277049,0.0249808
0.631816,-0.302277,0.0108407
